-0.019034,-0.007813,0,-0.012923,-0.012524,0,0,0,0
-0.025852,-0.00293,0,-0.014123,-0.01279,0,0,0,0
-0.027298,-0.007568,0,-0.015188,-0.012257,0,0,0,0
-0.017373,-0.008301,0,-0.01359,-0.014389,0,0,0,0
-0.021114,-0.009522,0,-0.015322,-0.011058,0,0,0,0
-0.01753,-0.000488,0,-0.013456,-0.010392,0,0,0,0
-0.029555,-0.007568,0,-0.013057,-0.01319,0,0,0,0
-0.02634,0,0,-0.01319,-0.01279,0,0,0,0
-0.023572,-0.007813,0,-0.014522,-0.010925,0,0,0,0
-0.026582,-0.004639,0,-0.010792,-0.014256,0,0,0,0
-0.025509,-0.005371,0,-0.014922,-0.012923,0,0,0,0
-0.025414,-0.012207,0,-0.014655,-0.010658,0,0,0,0
-0.020439,-0.001953,0,-0.012657,-0.012657,0,0,0,0
-0.022265,-0.007813,0,-0.010792,-0.011458,0,0,0,0
-0.027097,-0.005127,0,-0.01319,-0.010925,0,0,0,0
-0.026285,-0.007324,0,-0.014522,-0.011058,0,0,0,0
-0.021469,-0.00708,0,-0.013057,-0.012524,0,0,0,0
-0.025193,-0.009522,0,-0.015588,-0.011458,0,0,0,0
-0.022492,-0.007813,0,-0.014389,-0.010392,0,0,0,0
-0.025925,-0.004639,0,-0.014522,-0.01279,0,0,0,0
-0.021613,-0.007324,0,-0.011591,-0.010792,0,0,0,0
-0.025448,-0.010498,0,-0.015055,-0.01279,0,0,0,0
-0.021899,0.000488,0,-0.014389,-0.013856,0,0,0,0
-0.024041,-0.004883,0,-0.013856,-0.01319,0,0,0,0
-0.0215,-0.011231,0,-0.014522,-0.011724,0,0,0,0
-0.030109,-0.001953,0,-0.014789,-0.011191,0,0,0,0
-0.027836,-0.005859,0,-0.014789,-0.012391,0,0,0,0
-0.024204,-0.009033,0,-0.013057,-0.013057,0,0,0,0
-0.01939,-0.002441,0,-0.014389,-0.009726,0,0,0,0
-0.019481,-0.006104,0,-0.01319,-0.011591,0,0,0,0
-0.027084,-0.010498,0,-0.014389,-0.012124,0,0,0,0
-0.027458,-0.009033,0,-0.011591,-0.012657,0,0,0,0
-0.025877,-0.006592,0,-0.013456,-0.011991,0,0,0,0
-0.022431,-0.004883,0,-0.014655,-0.013323,0,0,0,0
-0.021472,-0.006348,0,-0.013989,-0.012124,0,0,0,0
-0.019532,-0.005615,0,-0.011724,-0.012657,0,0,0,0
-0.024835,-0.005127,0,-0.013723,-0.011591,0,0,0,0
-0.018495,-0.00293,0,-0.013323,-0.013989,0,0,0,0
-0.025761,-0.005371,0,-0.013856,-0.011191,0,0,0,0
-0.029713,-0.004883,0,-0.011724,-0.011458,0,0,0,0
-0.025236,-0.006104,0,-0.012524,-0.012923,0,0,0,0
-0.022984,-0.006104,0,-0.014389,-0.011724,0,0,0,0
-0.020401,-0.006592,0,-0.013323,-0.015322,0,0,0,0
-0.027613,-0.002441,0,-0.011325,-0.012524,0,0,0,0
-0.019201,-0.010498,0,-0.011191,-0.010925,0,0,0,0
-0.024819,-0.010498,0,-0.013323,-0.015855,0,0,0,0
-0.025159,-0.01001,0,-0.010259,-0.013723,0,0,0,0
-0.023603,-0.002441,0,-0.009593,-0.012923,0,0,0,0
-0.021059,-0.013428,0,-0.013856,-0.011591,0,0,0,0
-0.027345,-0.003906,0,-0.013989,-0.008793,0,0,0,0
-0.018407,-0.005615,0,-0.014256,-0.007194,0,0,0,0
-0.028069,-0.004639,0,-0.011858,-0.014123,0,0,0,0
-0.023694,-0.003174,0,-0.014522,-0.010658,0,0,0,0
-0.023486,-0.002686,0,-0.013723,-0.013057,0,0,0,0
-0.025207,-0.002686,0,-0.011591,-0.010658,0,0,0,0
-0.025569,-0.003662,0,-0.015588,-0.010525,0,0,0,0
-0.022381,-0.006348,0,-0.014389,-0.012657,0,0,0,0
-0.021833,-0.002441,0,-0.011724,-0.011724,0,0,0,0
-0.02251,-0.00415,0,-0.012257,-0.011191,0,0,0,0
-0.022105,-0.004883,0,-0.013723,-0.014389,0,0,0,0
-0.030954,-0.003906,0,-0.010525,-0.010925,0,0,0,0
-0.026825,-0.008057,0,-0.012391,-0.012524,0,0,0,0
-0.021155,-0.015381,0,-0.013723,-0.011058,0,0,0,0
-0.024884,-0.005615,0,-0.014123,-0.010792,0,0,0,0
-0.027797,-0.009766,0,-0.011724,-0.016387,0,0,0,0
-0.028597,-0.004639,0,-0.017986,-0.012124,0,0,0,0
-0.022841,-0.007568,0,-0.012923,-0.007994,0,0,0,0
-0.027687,-0.007813,0,-0.013057,-0.008926,0,0,0,0
-0.024078,-0.002441,0,-0.013456,-0.012257,0,0,0,0
-0.017678,-0.014893,0,-0.018119,-0.012657,0,0,0,0
-0.018001,-0.008057,0,-0.013057,-0.012923,0,0,0,0
-0.023437,-0.003906,0,-0.015322,-0.013057,0,0,0,0
-0.01702,-0.001221,0,-0.03504,-0.028378,0,0,0,0
-0.017798,0.00415,0,-0.091397,-0.068747,0,0,0,0
0.112186,0.155163,0,0.174933,0.11711,0,0,0,0
0.015015,-0.031988,0,0.083403,0.063951,0,0,0,0
0.010511,0.051536,0,0.004397,0.011724,0,0,0,0
-0.029772,-0.040294,0,0.130034,0.101522,0,0,0,0
-0.100282,-0.103701,0,-0.123372,-0.089931,0,0,0,0
-0.008289,0.007813,0,0.007328,0.002265,0,0,0,0
-0.012781,-0.006348,0,-0.045432,-0.035306,0,0,0,0
-0.021104,-0.003662,0,0.009326,-0.000533,0,0,0,0
-0.018634,-0.000488,0,-0.020384,-0.01732,0,0,0,0
-0.023671,-0.003906,0,-0.01359,-0.012124,0,0,0,0
-0.021393,0.001709,0,-0.019319,-0.01319,0,0,0,0
-0.018312,-0.003174,0,-0.01319,-0.012923,0,0,0,0
-0.021163,-0.000977,0,-0.01319,-0.012124,0,0,0,0
-0.017801,-0.002686,0,-0.012257,-0.012923,0,0,0,0
-0.019918,-0.002441,0,-0.014789,-0.011591,0,0,0,0
-0.01931,-0.001465,0,-0.014922,-0.013323,0,0,0,0
-0.019908,-0.003662,0,-0.014655,-0.012257,0,0,0,0
-0.019337,-0.000977,0,-0.013856,-0.010259,0,0,0,0
-0.014743,0.00415,0,-0.015721,-0.01279,0,0,0,0
-0.020816,-0.010742,0,-0.013989,-0.011858,0,0,0,0
-0.019688,0.001465,0,-0.011858,-0.010925,0,0,0,0
-0.018738,-0.005371,0,-0.015721,-0.014256,0,0,0,0
-0.017031,-0.002441,0,-0.01279,-0.012257,0,0,0,0
-0.004475,-0.02344,0,-0.014922,-0.012257,0,0,0,0
-0.02163,0.008301,0,-0.090198,-0.068481,0,0,0,0
-0.026482,-0.005615,0,0.063285,0.039703,0,0,0,0
0.011129,-0.061073,0,-0.211438,-0.15175,0,0,0,0
-0.014305,0.006836,0,-0.08287,-0.06475,0,0,0,0
-0.091383,-0.038828,0,-0.045565,-0.043433,0,0,0,0
-0.02756,0.00415,0,-0.09606,-0.072345,0,0,0,0
-0.01995,-0.009033,0,-0.072345,-0.063818,0,0,0,0
-0.03182,-0.01294,0,-0.22183,-0.158145,0,0,0,0
-0.050607,-0.078694,0,-0.364387,-0.257003,0,0,0,0
-0.073139,-0.029301,0,-0.330813,-0.255937,0,0,0,0
0.010945,0.061562,0,-0.43007,-0.321487,0,0,0,0
-0.017668,-0.064742,0,-0.487493,-0.359325,0,0,0,0
-0.065813,-0.091926,0,0.044499,-0.255671,0,0,0,0
-0.046628,0.003418,0,0.065417,-0.323752,0,0,0,0
-0.074808,-0.061318,0,0.062352,-0.368384,0,0,0,0
-0.07561,-0.09585,0,0.102988,-0.4783,0,0,0,0
-0.088738,-0.090946,0,0.109783,-0.544783,0,0,0,0
-0.036777,-0.082124,0,0.120574,-0.51827,0,0,0,0
0.008368,-0.010254,0,0.123239,-0.50468,0,0,0,0
-0.013544,-0.067923,0,0.123239,-0.474436,0,0,0,0
